code,level,de,en,es,fr,it,nl
65.12,4,Nichtlebensversicherungen,Non-life insurance,Seguros distintos de los seguros de vida,Assurances non-vie,Assicurazioni diverse da quelle sulla vita,Schadeverzekeringen
65.2,3,Rückversicherungen,Reinsurance,Reaseguros,Réassurance,Riassicurazioni,Herverzekering
65.20,4,Rückversicherungen,Reinsurance,Reaseguros,Réassurance,Riassicurazioni,Herverzekering
65.3,3,Pensionskassen und Pensionsfonds,Pension funding,Fondos de pensiones,Fonds de pension,Fondi pensione,Activiteiten van pensioenfondsen
65.30,4,Pensionskassen und Pensionsfonds,Pension funding,Fondos de pensiones,Fonds de pension,Fondi pensione,Activiteiten van pensioenfondsen
66,2,Mit Finanz- und Versicherungsdienstleistungen verbundene Tätigkeiten,Activities auxiliary to financial services and insurance activities,Actividades auxiliares a los servicios financieros y a los seguros,Activités auxiliaires d’activités de services financiers et d’assurance,Attività ausiliarie dei servizi finanziari e delle attività assicurative,Ondersteunende activiteiten voor verzekeringen en pensioenfondsen
66.1,3,Mit Finanzdienstleistungen verbundene Tätigkeiten,"Activities auxiliary to financial services, except insurance and pension funding","Actividades auxiliares a los servicios financieros, excepto seguros y fondos de pensiones","Activités auxiliaires de services financiers, hors assurance et fonds de pension","Attività ausiliarie dei servizi finanziari, escluse le assicurazioni e i fondi pensione","Ondersteunende activiteiten in verband met financiële diensten, exclusief verzekeringen en pensioenfondsen"
66.3,3,Fondsmanagement,Fund management activities,Actividades de gestión de fondos,Activités de gestion de fonds,Attività di gestione di fondi,Vermogensbeheer
66.11,4,Effekten- und Warenbörsen,Administration of financial markets,Administración de mercados financieros,Administration de marchés financiers,Amministrazione di mercati finanziari,Beheer van financiële markten
66.12,4,Effekten- und Warenterminhandel,Security and commodity contracts brokerage,Actividades de intermediación en operaciones con valores y otros activos,Courtage de valeurs mobilières et de matières premières,Attività di negoziazione di contratti relativi a titoli e merci,Bemiddeling in effecten- en goederencontracten
66.19,4,Sonstige mit Finanzdienstleistungen verbundene Tätigkeiten,"Other activities auxiliary to financial services, except insurance and pension funding","Otras actividades auxiliares a los servicios financieros, excepto seguros y fondos de pensiones","Autres activités auxiliaires de services financiers, hors assurance et fonds de pension","Altre attività ausiliarie dei servizi finanziari, escluse le assicurazioni e i fondi pensione","Overige ondersteunende activiteiten in verband met financiële diensten, exclusief verzekeringen en pensioenfondsen"
66.30,4,Fondsmanagement,Fund management activities,Actividades de gestión de fondos,Activités de gestion de fonds,Attività di gestione di fondi,Vermogensbeheer
66.2,3,Mit Versicherungsdienstleistungen und Pensionskassen verbundene Tätigkeiten,Activities auxiliary to insurance and pension funding,Actividades auxiliares a seguros y fondos de pensiones,Activités auxiliaires d’assurance et de fonds de pension,Attività ausiliarie delle assicurazioni e dei fondi pensione,Ondersteunende activiteiten in verband met verzekeringen en pensioenfondsen
66.21,4,Risiko- und Schadensbewertung,Risk and damage evaluation,Evaluación de riesgos y daños,Évaluation des risques et dommages,Valutazione dei rischi e dei danni,Activiteiten van risicoanalisten en schadetaxateurs
66.22,4,Tätigkeiten der Versicherungsvermittlung,Activities of insurance agents and brokers,Actividades de agentes y corredores de seguros,Activités des agents et courtiers d’assurances,Attività di agenti e intermediari delle assicurazioni,Activiteiten van verzekeringsagenten en -makelaars
66.29,4,Mit Versicherungsdienstleistungen und Pensionskassen verbundene Tätigkeiten a. n. g.,Activities auxiliary to insurance and pension funding n.e.c.,Actividades auxiliares a seguros y fondos de pensiones n.c.o.p.,Activités auxiliaires d’assurance et de fonds de pension n.c.a.,Attività ausiliarie delle assicurazioni e dei fondi pensione n.c.a.,"Ondersteunende activiteiten in verband met verzekeringen en pensioenfondsen, n.e.g."
66.3,3,Fondsmanagement,Fund management activities,Actividades de gestión de fondos,Activités de gestion de fonds,Attività di gestione di fondi,Vermogensbeheer
66.30,4,Fondsmanagement,Fund management activities,Actividades de gestión de fondos,Activités de gestion de fonds,Attività di gestione di fondi,Vermogensbeheer
55,2,Beherbergung,Accommodation,Servicios de alojamiento,Hébergement,Servizi di alloggio,Verschaffen van accommodatie
68,2,Grundstücks- und Wohnungswesen,Real estate activities,Actividades inmobiliarias,Activités immobilières,Attività immobiliari,Exploitatie van en handel in onroerend goed
68.1,3,"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen sowie Erschließung von Grundstücken",Real estate activities with own property and development of building projects,Actividades inmobiliarias por cuenta propia y promoción inmobiliaria,Activités immobilières avec biens propres et promotion de projets immobiliers,Attività immobiliari su beni propri e sviluppo di progetti immobiliari,Exploitatie van en handel in onroerend goed met eigen onroerend goed en ontwikkeling van bouwprojecten
68.11,4,"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen",Buying and selling of own real estate,Compraventa de bienes inmobiliarios por cuenta propia,Achat et vente de biens propres,Compravendita di beni immobili effettuata su beni propri,Handel in eigen onroerend goed
55.9,3,Sonstige Beherbergungsstätten,Other accommodation,Otros servicios de alojamiento,Autres hébergements,Altri servizi di alloggio,Overige accommodatie
68.2,3,"Vermietung, Verpachtung von eigenen oder geleasten Grundstücken, Gebäuden und Wohnungen",Rental and operating of own or leased real estate,Alquiler de bienes inmobiliarios por cuenta propia,Location et exploitation de biens immobiliers propres ou loués,Affitto e gestione di beni immobili propri o in locazione,Verhuur en exploitatie van eigen of geleased onroerend goed
55.90,4,Sonstige Beherbergungsstätten,Other accommodation,Otros servicios de alojamiento,Autres hébergements,Altri servizi di alloggio,Overige accommodatie
68.20,4,"Vermietung, Verpachtung von eigenen oder geleasten Grundstücken, Gebäuden und Wohnungen",Rental and operating of own or leased real estate,Alquiler de bienes inmobiliarios por cuenta propia,Location et exploitation de biens immobiliers propres ou loués,Affitto e gestione di beni immobili propri o in locazione,Verhuur en exploitatie van eigen of geleased onroerend goed
68.3,3,"Vermittlung und Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte",Real estate activities on a fee or contract basis,Actividades inmobiliarias por cuenta de terceros,Activités immobilières pour compte de tiers,Attività immobiliari per conto terzi,Bemiddeling in en beheer van onroerend goed voor een vast bedrag of op contractbasis
68.31,4,"Vermittlung von Grundstücken, Gebäuden und Wohnungen für Dritte",Intermediation service activities for real estate activities,Servicios de intermediación para actividades inmobiliarias,Activités de service d’intermédiation pour les activités immobilières,Attività di servizi di intermediazione per attività immobiliari,Bemiddeling in verband met exploitatie van en handel in onroerend goed
68.32,4,"Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte",Other real estate activities on a fee or contract basis,Otras actividades inmobiliarias por cuenta de terceros,Autres activités immobilières pour compte de tiers,Altre attività immobiliari per conto terzi,Overige bemiddeling in en beheer van onroerend goed voor een vast bedrag of op contractbasis
68.32,4,"Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte",Other real estate activities on a fee or contract basis,Otras actividades inmobiliarias por cuenta de terceros,Autres activités immobilières pour compte de tiers,Altre attività immobiliari per conto terzi,Overige bemiddeling in en beheer van onroerend goed voor een vast bedrag of op contractbasis
69,2,"Rechts- und Steuerberatung, Wirtschaftsprüfung",Legal and accounting activities,Actividades jurídicas y de contabilidad,Activités juridiques et comptables,Attività legali e di contabilità,Rechtskundige en boekhoudkundige dienstverlening
69.1,3,Rechtsberatung,Legal activities,Actividades jurídicas,Activités juridiques,"Attività legali, giuridiche e notarili",Rechtskundige dienstverlening
69.10,4,Rechtsberatung,Legal activities,Actividades jurídicas,Activités juridiques,"Attività legali, giuridiche e notarili",Rechtskundige dienstverlening
69.2,3,Wirtschaftsprüfung und Steuerberatung; Buchführung,"Accounting, bookkeeping and auditing activities; tax consultancy","Actividades de contabilidad, teneduría de libros, auditoría y asesoría fiscal","Activités de comptabilité, de tenue de comptes et d’audit; conseil fiscal","Attività di contabilità, controllo e revisione contabile; consulenza fiscale","Activiteiten van accountants, boekhouders, auditoren en belastingconsulenten"
69.20,4,Wirtschaftsprüfung und Steuerberatung; Buchführung,"Accounting, bookkeeping and auditing activities; tax consultancy","Actividades de contabilidad, teneduría de libros, auditoría y asesoría fiscal","Activités de comptabilité, de tenue de comptes et d’audit; conseil fiscal","Attività di contabilità, controllo e revisione contabile; consulenza fiscale","Activiteiten van accountants, boekhouders, auditoren en belastingconsulenten"
70,2,Verwaltung und Führung von Unternehmen und Betrieben; Unternehmensberatung,Activities of head offices and management consultancy,Actividades de las sedes centrales y consultoría de gestión empresarial,Activités des sièges sociaux et conseil de gestion,Attività di sedi centrali e consulenza gestionale,Activiteiten van hoofdkantoren en managementadvies
73,2,Werbung und Marktforschung sowie Public-Relations-Beratung,"Activities of advertising, market research and public relations","Actividades de publicidad, estudios de mercado y relaciones públicas","Activités de publicité, d’études de marché et de relations publiques","Attività di pubblicità, ricerche di mercato e pubbliche relazioni","Reclameactiviteiten, marktonderzoek en public relations"
70.1,3,Verwaltung und Führung von Unternehmen und Betrieben,Activities of head offices,Actividades de las sedes centrales,Activités des sièges sociaux,Attività di sedi centrali,Activiteiten van hoofdkantoren
70.10,4,Verwaltung und Führung von Unternehmen und Betrieben,Activities of head offices,Actividades de las sedes centrales,Activités des sièges sociaux,Attività di sedi centrali,Activiteiten van hoofdkantoren
70.2,3,Unternehmensberatung,Business and other management consultancy activities,Otras actividades de consultoría de gestión empresarial,Activités de conseil pour les affaires et autre conseil de gestion,Consulenza imprenditoriale e altre attività di consulenza gestionale,Activiteiten van adviesbureaus op het gebied van bedrijfsvoering en overig managementadvies
73.3,3,Public-Relations-Beratung,Public relations and communication activities,Relaciones públicas y comunicación,Activités de relations publiques et de communication,Pubbliche relazioni e comunicazione,Activiteiten van adviesbureaus op het gebied van public relations en communicatie
73.30,4,Public-Relations-Beratung,Public relations and communication activities,Relaciones públicas y comunicación,Activités de relations publiques et de communication,Pubbliche relazioni e comunicazione,Activiteiten van adviesbureaus op het gebied van public relations en communicatie
70.20,4,Unternehmensberatung,Business and other management consultancy activities,Otras actividades de consultoría de gestión empresarial,Activités de conseil pour les affaires et autre conseil de gestion,Consulenza imprenditoriale e altre attività di consulenza gestionale,Activiteiten van adviesbureaus op het gebied van bedrijfsvoering en overig managementadvies
71,2,"Tätigkeiten von Architektur- und Ingenieurbüros; technische, physikalische und chemische Untersuchung",Architectural and engineering activities; technical testing and analysis,Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos,Activités d’architecture et d’ingénierie; activités de contrôle et analyses techniques,Attività di architettura e ingegneria; collaudi e analisi tecniche,Activiteiten van architecten en ingenieurs; technische testen en toetsen
71.1,3,Tätigkeiten von Architektur- und Ingenieurbüros,Architectural and engineering activities and related technical consultancy,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,Activités d’architecture et d’ingénierie et conseil technique connexe,"Attività di architettura, di ingegneria e altre consulenze tecniche connesse","Activiteiten van architecten, ingenieurs en aanverwante technische adviseurs"
71.11,4,Tätigkeiten von Architekturbüros,Architectural activities,Servicios técnicos de arquitectura,Activités d’architecture,Attività di architettura,Activiteiten van architecten
71.12,4,Tätigkeiten von Ingenieurbüros,Engineering activities and related technical consultancy,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico,Activités d’ingénierie et de conseil technique connexe,Attività di ingegneria e altre consulenze tecniche connesse,Activiteiten van ingenieurs en aanverwante technische adviseurs
71.2,3,"Technische, physikalische und chemische Untersuchung",Technical testing and analysis,Ensayos y análisis técnicos,Activités de contrôle et analyses techniques,Collaudi e analisi tecniche,Technische testen en toetsen
71.20,4,"Technische, physikalische und chemische Untersuchung",Technical testing and analysis,Ensayos y análisis técnicos,Activités de contrôle et analyses techniques,Collaudi e analisi tecniche,Technische testen en toetsen
72,2,Forschung und Entwicklung,Scientific research and development,Investigación y desarrollo,Recherche et développement scientifique,Ricerca scientifica e sviluppo,Speur- en ontwikkelingswerk op wetenschappelijk gebied
72.1,3,"Forschung und Entwicklung im Bereich Natur-, Ingenieur-, Agrarwissenschaften und Medizin",Research and experimental development on natural sciences and engineering,Investigación y desarrollo experimental en ciencias naturales y técnicas,Recherche et développement en sciences physiques et naturelles,Ricerca e sviluppo sperimentale nel campo delle scienze naturali e dell’ingegneria,Speur- en ontwikkelingswerk op natuurwetenschappelijk gebied
72.10,4,"Forschung und Entwicklung im Bereich Natur-, Ingenieur-, Agrarwissenschaften und Medizin",Research and experimental development on natural sciences and engineering,Investigación y desarrollo experimental en ciencias naturales y técnicas,Recherche et développement en sciences physiques et naturelles,Ricerca e sviluppo sperimentale nel campo delle scienze naturali e dell’ingegneria,Speur- en ontwikkelingswerk op natuurwetenschappelijk gebied
72.10,4,"Forschung und Entwicklung im Bereich Natur-, Ingenieur-, Agrarwissenschaften und Medizin",Research and experimental development on natural sciences and engineering,Investigación y desarrollo experimental en ciencias naturales y técnicas,Recherche et développement en sciences physiques et naturelles,Ricerca e sviluppo sperimentale nel campo delle scienze naturali e dell’ingegneria,Speur- en ontwikkelingswerk op natuurwetenschappelijk gebied
72.2,3,"Forschung und Entwicklung im Bereich Rechts-, Wirtschafts- und Sozialwissenschaften sowie im Bereich Sprach-, Kultur- und Kunstwissenschaften",Research and experimental development on social sciences and humanities,Investigación y desarrollo experimental en ciencias sociales y humanidades,Recherche et développement en sciences humaines et sociales,Ricerca e sviluppo sperimentale nel campo delle scienze sociali e umanistiche,Speur- en ontwikkelingswerk op het gebied van de maatschappij- en geesteswetenschappen
72.20,4,"Forschung und Entwicklung im Bereich Rechts-, Wirtschafts- und Sozialwissenschaften sowie im Bereich Sprach-, Kultur- und Kunstwissenschaften",Research and experimental development on social sciences and humanities,Investigación y desarrollo experimental en ciencias sociales y humanidades,Recherche et développement en sciences humaines et sociales,Ricerca e sviluppo sperimentale nel campo delle scienze sociali e umanistiche,Speur- en ontwikkelingswerk op het gebied van de maatschappij- en geesteswetenschappen
73,2,Werbung und Marktforschung sowie Public-Relations-Beratung,"Activities of advertising, market research and public relations","Actividades de publicidad, estudios de mercado y relaciones públicas","Activités de publicité, d’études de marché et de relations publiques","Attività di pubblicità, ricerche di mercato e pubbliche relazioni","Reclameactiviteiten, marktonderzoek en public relations"
73.1,3,Werbung,Advertising,Publicidad,Publicité,Pubblicità,Reclamewezen
73.11,4,Tätigkeiten von Werbeagenturen,Activities of advertising agencies,Actividades de las agencias de publicidad,Activités d’agence de publicité,Attività di agenzie pubblicitarie,Activiteiten van reclamebureaus
73.12,4,Vermarktung und Vermittlung von Werbezeiten und Werbeflächen,Media representation,Servicios de representación de medios de comunicación,Régie publicitaire de médias,Attività di concessionarie pubblicitarie,Mediarepresentatie
73.2,3,Markt- und Meinungsforschung,Market research and public opinion polling,Estudios de mercado y realización de encuestas de opinión pública,Études de marché et sondages,Ricerche di mercato e sondaggi di opinione,Markt- en opinieonderzoek
73.20,4,Markt- und Meinungsforschung,Market research and public opinion polling,Estudios de mercado y realización de encuestas de opinión pública,Études de marché et sondages,Ricerche di mercato e sondaggi di opinione,Markt- en opinieonderzoek
18,2,"Herstellung von Druckerzeugnissen; Vervielfältigung von bespielten Ton-, Bild- und Datenträgern",Printing and reproduction of recorded media,Artes gráficas y reproducción de soportes grabados,Imprimerie et reproduction d’enregistrements,Stampa e riproduzione di supporti registrati,Activiteiten op het gebied van drukwerk en reproductie van opgenomen media
74,2,Sonstige wissenschaftliche und technische Tätigkeiten,"Other professional, scientific and technical activities","Otras actividades profesionales, científicas y técnicas","Autres activités spécialisées, scientifiques et techniques","Altre attività professionali, scientifiche e tecniche",Overige wetenschappelijke en technische activiteiten en overige specialistische zakelijke dienstverlening
80,2,Wach- und Sicherheitsdienste sowie Detekteien,Investigation and security activities,Servicios de investigación y seguridad,Activités d’investigation et de sécurité,Attività di investigazione e vigilanza,Opsporings- en beveiligingsdiensten
74.1,3,"Ateliers für Textil-, Schmuck-, Grafik- u. Ä. Design",Specialised design activities,Actividades de diseño especializado,Activités spécialisées de design,Attività di progettazione specializzata,Activiteiten van gespecialiseerde ontwerpers
74.11,4,"Industrie-, Produkt- und Modedesign",Industrial product and fashion design activities,Actividades de diseño de productos industriales y moda,Activités de design pour la création de mode ou les produits industriels,Attività di progettazione di prodotti industriali e di moda,Ontwerpen van industriële producten en mode
74.12,4,Grafik- und Kommunikationsdesign,Graphic design and visual communication activities,Actividades de diseño gráfico y de comunicación visual,Activités de design graphique et de communication visuelle,Attività di progettazione grafica e di comunicazione visiva,Grafisch ontwerp en visuele communicatie
74.13,4,Innenraumdesign und Raumgestaltung,Interior design activities,Actividades de diseño de interiores,Activités de design d’intérieur,Attività di progettazione di interni,Interieurontwerp
74.14,4,Sonstige spezialisierte Designtätigkeiten,Other specialised design activities,Otras actividades de diseño especializado,Autres activités spécialisées de design,Altre attività di progettazione specializzata,Overige gespecialiseerde ontwerpactiviteiten
18.1,3,Herstellung von Druckerzeugnissen,Printing and service activities related to printing,Artes gráficas y servicios relacionados con estas,Imprimerie et services annexes,Stampa e servizi connessi alla stampa,Activiteiten op het gebied van drukwerk en gerelateerde dienstverlening
74.2,3,Fotografie und Fotolabors,Photographic activities,Actividades de fotografía,Activités photographiques,Attività fotografiche,Activiteiten op het gebied van fotografie
18.12,4,Sonstiges Drucken,Other printing,Otras actividades de impresión y artes gráficas,Autres activités d’imprimerie,Altra stampa,Overige activiteiten op het gebied van drukwerk
74.20,4,Fotografie und Fotolabors,Photographic activities,Actividades de fotografía,Activités photographiques,Attività fotografiche,Activiteiten op het gebied van fotografie
74.3,3,Übersetzen und Dolmetschen,Translation and interpretation activities,Actividades de traducción e interpretación,Activités de traduction et d’interprétation,Attività di traduzione e interpretariato,Activiteiten van vertalers en tolken
74.30,4,Übersetzen und Dolmetschen,Translation and interpretation activities,Actividades de traducción e interpretación,Activités de traduction et d’interprétation,Attività di traduzione e interpretariato,Activiteiten van vertalers en tolken
74.9,3,Sonstige wissenschaftliche und technische Tätigkeiten a. n. g.,"Other professional, scientific and technical activities n.e.c.","Otras actividades profesionales, científicas y técnicas n.c.o.p.","Autres activités spécialisées, scientifiques et techniques n.c.a.","Altre attività professionali, scientifiche e tecniche n.c.a.","Overige wetenschappelijke en technische activiteiten en overige specialistische zakelijke dienstverlening, n.e.g."
80.0,3,Wach- und Sicherheitsdienste sowie Detekteien,Investigation and security activities,Servicios de investigación y seguridad,Activités d’investigation et de sécurité,Attività di investigazione e vigilanza,Opsporings- en beveiligingsdiensten
74.91,4,Erbringung von Vermittlungs- und Vermarktungsdienstleistungen für Patente,Patent brokering and marketing service activities,Actividades de los agentes de patentes y de los servicios de comercialización,Activités de courtage et de marketing de brevets,Attività di servizi di intermediazione e marketing di brevetti,Bemiddeling in en het in de handel brengen van octrooien
74.99,4,Alle anderen wissenschaftlichen und technischen Tätigkeiten a. n. g.,"All other professional, scientific and technical activities n.e.c.","Todas las demás actividades profesionales, científicas y técnicas n.c.o.p.","Toutes les autres activités spécialisées, scientifiques et techniques n.c.a.","Tutte le altre attività professionali, scientifiche e tecniche n.c.a.","Alle overige wetenschappelijke en technische activiteiten en overige specialistische zakelijke dienstverlening, n.e.g."
80.09,4,Sicherheitsdienste a. n. g.,Security activities n.e.c.,Servicios de seguridad n.c.o.p.,Activités de sécurité n.c.a.,Attività di vigilanza n.c.a.,"Beveiligingsactiviteiten, n.e.g."
75,2,Veterinärwesen,Veterinary activities,Actividades veterinarias,Activités vétérinaires,Servizi veterinari,Veterinaire diensten
75.0,3,Veterinärwesen,Veterinary activities,Actividades veterinarias,Activités vétérinaires,Servizi veterinari,Veterinaire diensten
75.00,4,Veterinärwesen,Veterinary activities,Actividades veterinarias,Activités vétérinaires,Servizi veterinari,Veterinaire diensten
77,2,Vermietung und Leasing,Rental and leasing activities,Actividades de alquiler,Activités de location et location-bail,Attività di noleggio e leasing operativo,Verhuur en lease
77.1,3,Vermietung von Kraftwagen,Rental and leasing of motor vehicles,Alquiler de vehículos de motor,Location et location-bail de véhicules automobiles,Noleggio e leasing operativo di autoveicoli,Verhuur en lease van motorvoertuigen
77.11,4,"Vermietung von Kraftwagen mit einem Gesamtgewicht von 3,5 t oder weniger",Rental and leasing of cars and light motor vehicles,Alquiler de automóviles y vehículos de motor ligeros,Location et location-bail de voitures et véhicules automobiles légers,Noleggio e leasing operativo di automobili e autoveicoli leggeri,Verhuur en lease van personenauto’s en andere lichte motorvoertuigen
77.11,4,"Vermietung von Kraftwagen mit einem Gesamtgewicht von 3,5 t oder weniger",Rental and leasing of cars and light motor vehicles,Alquiler de automóviles y vehículos de motor ligeros,Location et location-bail de voitures et véhicules automobiles légers,Noleggio e leasing operativo di automobili e autoveicoli leggeri,Verhuur en lease van personenauto’s en andere lichte motorvoertuigen
77.12,4,"Vermietung von Kraftwagen mit einem Gesamtgewicht von mehr als 3,5 t",Rental and leasing of trucks,Alquiler de camiones,Location et location-bail de camions,Noleggio e leasing operativo di autocarri,Verhuur en lease van vrachtwagens
77.2,3,Vermietung von Gebrauchsgütern,Rental and leasing of personal and household goods,Alquiler de efectos personales y artículos de uso doméstico,Location et location-bail de biens personnels et domestiques,Noleggio e leasing operativo di beni per uso personale e per la casa,Verhuur en lease van consumentenartikelen
77.21,4,Vermietung von Sport- und Freizeitgeräten,Rental and leasing of recreational and sports goods,Alquiler de artículos de ocio y deportivos,Location et location-bail d’articles de loisirs et de sport,Noleggio e leasing operativo di attrezzature e articoli sportivi e ricreativi,Verhuur en lease van sport- en recreatieartikelen
77.22,4,Vermietung von sonstigen Gebrauchsgütern,Rental and leasing of other personal and household goods,Alquiler de efectos personales y artículos de uso doméstico,Location et location-bail d’autres biens personnels et domestiques,Noleggio e leasing operativo di altri beni per uso personale e per la casa,Verhuur en lease van andere consumentenartikelen
77.22,4,Vermietung von sonstigen Gebrauchsgütern,Rental and leasing of other personal and household goods,Alquiler de efectos personales y artículos de uso doméstico,Location et location-bail d’autres biens personnels et domestiques,Noleggio e leasing operativo di altri beni per uso personale e per la casa,Verhuur en lease van andere consumentenartikelen
77.1,3,Vermietung von Kraftwagen,Rental and leasing of motor vehicles,Alquiler de vehículos de motor,Location et location-bail de véhicules automobiles,Noleggio e leasing operativo di autoveicoli,Verhuur en lease van motorvoertuigen
77.3,3,"Vermietung von Maschinen, Geräten und sonstigen beweglichen Sachen","Rental and leasing of other machinery, equipment and tangible goods","Alquiler de otra maquinaria, equipos y bienes tangibles","Location et location-bail d’autres machines, équipements et biens","Noleggio e leasing operativo di altre macchine, attrezzature e beni materiali",Verhuur en lease van andere machines en werktuigen en andere materiële goederen
77.31,4,Vermietung von landwirtschaftlichen Maschinen und Geräten,Rental and leasing of agricultural machinery and equipment,Alquiler de maquinaria y equipo de uso agrícola,Location et location-bail de matériel agricole,Noleggio e leasing operativo di macchine e attrezzature agricole,Verhuur en lease van landbouwmachines en -werktuigen
77.32,4,Vermietung von Baumaschinen und -geräten,Rental and leasing of construction and civil engineering machinery and equipment,Alquiler de maquinaria y equipo para la construcción e ingeniería civil,Location et location-bail de machines et équipements pour la construction et le génie civil,Noleggio e leasing operativo di macchine e attrezzature per lavori edili e di ingegneria civile,Verhuur en lease van machines en installaties voor de bouwnijverheid en de weg- en waterbouw
77.33,4,"Vermietung von Büromaschinen, Datenverarbeitungsgeräten und -einrichtungen","Rental and leasing of office machinery, equipment and computers",Alquiler de maquinaria y equipo de oficina y ordenadores,Location et location-bail de machines et équipements de bureau et d’ordinateurs,"Noleggio e leasing operativo di macchine, attrezzature e computer per ufficio","Verhuur en lease van kantoormachines, inclusief computers"
77.34,4,Vermietung von Wasserfahrzeugen,Rental and leasing of water transport equipment,Alquiler de medios de navegación,Location et location-bail de matériels de transport par eau,"Noleggio e leasing operativo di mezzi di trasporto marittimi, fluviali e lacustri",Verhuur en lease van schepen
77.35,4,Vermietung von Luftfahrzeugen,Rental and leasing of air transport equipment,Alquiler de medios de transporte aéreo,Location et location-bail de matériels de transport aérien,Noleggio e leasing operativo di mezzi di trasporto aereo,Verhuur en lease van luchtvaartuigen
77.11,4,"Vermietung von Kraftwagen mit einem Gesamtgewicht von 3,5 t oder weniger",Rental and leasing of cars and light motor vehicles,Alquiler de automóviles y vehículos de motor ligeros,Location et location-bail de voitures et véhicules automobiles légers,Noleggio e leasing operativo di automobili e autoveicoli leggeri,Verhuur en lease van personenauto’s en andere lichte motorvoertuigen
77.12,4,"Vermietung von Kraftwagen mit einem Gesamtgewicht von mehr als 3,5 t",Rental and leasing of trucks,Alquiler de camiones,Location et location-bail de camions,Noleggio e leasing operativo di autocarri,Verhuur en lease van vrachtwagens
77.39,4,"Vermietung von sonstigen Maschinen, Geräten und beweglichen Sachen a. n. g.","Rental and leasing of other machinery, equipment and tangible goods n.e.c.","Alquiler de otra maquinaria, equipos y bienes materiales n.c.o.p.","Location et location-bail d’autres machines, équipements et biens n.c.a.","Noleggio e leasing operativo di altre macchine, attrezzature e beni materiali n.c.a.","Verhuur en lease van andere machines en werktuigen en andere materiële goederen, n.e.g."
77.4,3,"Leasing von nichtfinanziellen immateriellen Vermögensgütern, ohne Copyrights","Leasing of intellectual property and similar products, except copyrighted works","Arrendamiento de la propiedad intelectual y productos similares, excepto obras protegidas por derechos de autor","Location-bail de propriété intellectuelle et de produits similaires, à l’exception des œuvres soumises à copyright","Concessione dei diritti di sfruttamento di proprietà intellettuale, escluse le opere soggette a diritto d’autore","Lease van intellectuele eigendom en vergelijkbare producten, met uitzondering van werken onder auteursrecht"
77.40,4,"Leasing von nichtfinanziellen immateriellen Vermögensgütern, ohne Copyrights","Leasing of intellectual property and similar products, except copyrighted works","Arrendamiento de la propiedad intelectual y productos similares, excepto obras protegidas por derechos de autor","Location-bail de propriété intellectuelle et de produits similaires, à l’exception des œuvres soumises à copyright","Concessione dei diritti di sfruttamento di proprietà intellettuale, escluse le opere soggette a diritto d’autore","Lease van intellectuele eigendom en vergelijkbare producten, met uitzondering van werken onder auteursrecht"
78,2,Vermittlung und Überlassung von Arbeitskräften,Employment activities,Actividades relacionadas con el empleo,Activités liées à l’emploi,"Attività di ricerca, selezione, fornitura di risorse umane",Arbeidsbemiddeling en personeelswerk
78.1,3,Vermittlung von Arbeitskräften,Activities of employment placement agencies,Actividades de las agencias de colocación,Activités des agences de placement de main-d’œuvre,Attività di agenzie di collocamento,Arbeidsbemiddeling
78.10,4,Vermittlung von Arbeitskräften,Activities of employment placement agencies,Actividades de las agencias de colocación,Activités des agences de placement de main-d’œuvre,Attività di agenzie di collocamento,Arbeidsbemiddeling
78.2,3,Überlassung von Arbeitskräften und sonstige Personaldienstleistungen,Temporary employment agency activities and other human resource provisions,Actividades de las empresas de trabajo temporal y otras provisiones de recursos humanos,Activités d’agence de travail temporaire et autre mise à disposition de ressources humaines,Attività di agenzie di lavoro interinale e altre attività di fornitura di risorse umane,Activiteiten van uitzendbureaus en andere diensten in verband met personeelsvoorziening
78.20,4,Überlassung von Arbeitskräften und sonstige Personaldienstleistungen,Temporary employment agency activities and other human resource provisions,Actividades de las empresas de trabajo temporal y otras provisiones de recursos humanos,Activités d’agence de travail temporaire et autre mise à disposition de ressources humaines,Attività di agenzie di lavoro interinale e altre attività di fornitura di risorse umane,Activiteiten van uitzendbureaus en andere diensten in verband met personeelsvoorziening
78.2,3,Überlassung von Arbeitskräften und sonstige Personaldienstleistungen,Temporary employment agency activities and other human resource provisions,Actividades de las empresas de trabajo temporal y otras provisiones de recursos humanos,Activités d’agence de travail temporaire et autre mise à disposition de ressources humaines,Attività di agenzie di lavoro interinale e altre attività di fornitura di risorse umane,Activiteiten van uitzendbureaus en andere diensten in verband met personeelsvoorziening
